MEMBER_ID,PORTFOLIO,OPTIMIZED_EXPECTED_FINAL_PORTFOLIO_VALUE,OPTIMIZED_MEDIAN_FINAL_PORTFOLIO_VALUE,OPTIMIZED_STANDARD_DEVIATION_OF_FINAL_PORTFOLIO_VALUE,OPTIMIZED_VALUE_AT_RISK,OPTIMIZED_CONDITIONAL_VALUE_AT_RISK,OPTIMIZED_PROBABILITY_OF_LOSS,OPTIMIZED_SHARPE_RATIO
MID005791,KRM,"$125,042.66","$122,603.38","$26,686.96","$8,521.68","$16,564.30",13.40%,1.0508
MID005791,PG,"$125,042.66","$122,603.38","$26,686.96","$8,521.68","$16,564.30",13.40%,1.0508
MID005792,FWC,"$89,049.02","$86,554.83","$18,577.79","$6,112.90","$9,794.44",12.80%,1.0792
MID005792,MTFS,"$89,049.02","$86,554.83","$18,577.79","$6,112.90","$9,794.44",12.80%,1.0792
MID005792,EG,"$89,049.02","$86,554.83","$18,577.79","$6,112.90","$9,794.44",12.80%,1.0792
MID005793,FWC,"$14,159.74","$13,824.72","$3,014.01","$1,267.03","$2,046.82",11.80%,1.0483
MID005793,MTFS,"$14,159.74","$13,824.72","$3,014.01","$1,267.03","$2,046.82",11.80%,1.0483
MID005793,OK,"$14,159.74","$13,824.72","$3,014.01","$1,267.03","$2,046.82",11.80%,1.0483
MID005793,KRM,"$14,159.74","$13,824.72","$3,014.01","$1,267.03","$2,046.82",11.80%,1.0483
MID005793,HD,"$14,159.74","$13,824.72","$3,014.01","$1,267.03","$2,046.82",11.80%,1.0483
MID005793,ABC,"$14,159.74","$13,824.72","$3,014.01","$1,267.03","$2,046.82",11.80%,1.0483
MID005794,MTFS,"$125,788.79","$123,029.33","$26,184.77","$8,066.44","$14,819.82",12.00%,1.0994
MID005794,KRM,"$125,788.79","$123,029.33","$26,184.77","$8,066.44","$14,819.82",12.00%,1.0994
MID005795,FWC,"$58,477.58","$56,112.37","$13,621.93","$5,924.31","$8,214.42",15.00%,0.9894
MID005795,DMC,"$58,477.58","$56,112.37","$13,621.93","$5,924.31","$8,214.42",15.00%,0.9894
MID005796,EPF,"$62,692.65","$61,676.73","$13,812.81","$6,123.75","$9,882.99",16.80%,0.9913
MID005796,ABC,"$62,692.65","$61,676.73","$13,812.81","$6,123.75","$9,882.99",16.80%,0.9913
MID005796,FWC,"$62,692.65","$61,676.73","$13,812.81","$6,123.75","$9,882.99",16.80%,0.9913
MID005796,ONH,"$62,692.65","$61,676.73","$13,812.81","$6,123.75","$9,882.99",16.80%,0.9913
MID005796,KRM,"$62,692.65","$61,676.73","$13,812.81","$6,123.75","$9,882.99",16.80%,0.9913
MID005797,MMM,"$122,822.69","$120,255.00","$25,985.97","$11,963.36","$16,800.50",14.80%,0.9937
MID005797,OK,"$122,822.69","$120,255.00","$25,985.97","$11,963.36","$16,800.50",14.80%,0.9937
MID005797,PEP,"$122,822.69","$120,255.00","$25,985.97","$11,963.36","$16,800.50",14.80%,0.9937
MID005797,MTFS,"$122,822.69","$120,255.00","$25,985.97","$11,963.36","$16,800.50",14.80%,0.9937
MID005797,LTSA,"$122,822.69","$120,255.00","$25,985.97","$11,963.36","$16,800.50",14.80%,0.9937
MID005797,EPF,"$122,822.69","$120,255.00","$25,985.97","$11,963.36","$16,800.50",14.80%,0.9937
MID005798,OK,"$13,014.95","$12,839.53","$2,843.93",$841.01,"$1,774.47",13.40%,1.0601
MID005798,TWM,"$13,014.95","$12,839.53","$2,843.93",$841.01,"$1,774.47",13.40%,1.0601
MID005799,JJN,"$1,283,241.78","$1,249,007.33","$271,706.32","$96,544.53","$164,575.21",12.40%,1.0425
MID005799,HD,"$1,283,241.78","$1,249,007.33","$271,706.32","$96,544.53","$164,575.21",12.40%,1.0425
MID005799,ONH,"$1,283,241.78","$1,249,007.33","$271,706.32","$96,544.53","$164,575.21",12.40%,1.0425
MID005799,TWM,"$1,283,241.78","$1,249,007.33","$271,706.32","$96,544.53","$164,575.21",12.40%,1.0425
MID005799,MTFS,"$1,283,241.78","$1,249,007.33","$271,706.32","$96,544.53","$164,575.21",12.40%,1.0425
MID005799,LTSA,"$1,283,241.78","$1,249,007.33","$271,706.32","$96,544.53","$164,575.21",12.40%,1.0425
MID005799,OOGGL,"$1,283,241.78","$1,249,007.33","$271,706.32","$96,544.53","$164,575.21",12.40%,1.0425
MID005800,OK,"$113,398.11","$111,051.64","$24,359.99","$10,347.31","$15,832.26",12.80%,1.0426
MID005800,MPJ,"$113,398.11","$111,051.64","$24,359.99","$10,347.31","$15,832.26",12.80%,1.0426
MID005800,PEP,"$113,398.11","$111,051.64","$24,359.99","$10,347.31","$15,832.26",12.80%,1.0426
MID005800,FWC,"$113,398.11","$111,051.64","$24,359.99","$10,347.31","$15,832.26",12.80%,1.0426
MID005800,MTFS,"$113,398.11","$111,051.64","$24,359.99","$10,347.31","$15,832.26",12.80%,1.0426
MID005800,NTIC,"$113,398.11","$111,051.64","$24,359.99","$10,347.31","$15,832.26",12.80%,1.0426
MID005801,ABC,"$72,264.61","$70,541.50","$15,064.44","$4,503.17","$8,733.75",12.60%,1.1461
MID005801,OK,"$72,264.61","$70,541.50","$15,064.44","$4,503.17","$8,733.75",12.60%,1.1461
MID005801,MTFS,"$72,264.61","$70,541.50","$15,064.44","$4,503.17","$8,733.75",12.60%,1.1461
MID005802,KRM,"$102,940.05","$100,531.53","$21,230.83","$7,780.66","$11,550.86",11.40%,1.0805
MID005802,EG,"$102,940.05","$100,531.53","$21,230.83","$7,780.66","$11,550.86",11.40%,1.0805
MID005802,ABT,"$102,940.05","$100,531.53","$21,230.83","$7,780.66","$11,550.86",11.40%,1.0805
MID005802,AB,"$102,940.05","$100,531.53","$21,230.83","$7,780.66","$11,550.86",11.40%,1.0805
MID005802,LTSA,"$102,940.05","$100,531.53","$21,230.83","$7,780.66","$11,550.86",11.40%,1.0805
MID005802,NEK,"$102,940.05","$100,531.53","$21,230.83","$7,780.66","$11,550.86",11.40%,1.0805
MID005803,OK,"$115,990.92","$113,240.32","$25,141.27","$9,426.63","$15,979.77",14.00%,1.0338
MID005803,FWC,"$115,990.92","$113,240.32","$25,141.27","$9,426.63","$15,979.77",14.00%,1.0338
MID005803,AB,"$115,990.92","$113,240.32","$25,141.27","$9,426.63","$15,979.77",14.00%,1.0338
MID005803,MTFS,"$115,990.92","$113,240.32","$25,141.27","$9,426.63","$15,979.77",14.00%,1.0338
MID005803,DMC,"$115,990.92","$113,240.32","$25,141.27","$9,426.63","$15,979.77",14.00%,1.0338
MID005803,PEP,"$115,990.92","$113,240.32","$25,141.27","$9,426.63","$15,979.77",14.00%,1.0338
MID005803,NTIC,"$115,990.92","$113,240.32","$25,141.27","$9,426.63","$15,979.77",14.00%,1.0338
MID005804,OK,"$104,589.71","$102,066.12","$22,481.22","$7,185.32","$12,098.98",12.80%,1.0938
MID005804,ONH,"$104,589.71","$102,066.12","$22,481.22","$7,185.32","$12,098.98",12.80%,1.0938
MID005804,JJN,"$104,589.71","$102,066.12","$22,481.22","$7,185.32","$12,098.98",12.80%,1.0938
MID005804,MMM,"$104,589.71","$102,066.12","$22,481.22","$7,185.32","$12,098.98",12.80%,1.0938
MID005804,SM,"$104,589.71","$102,066.12","$22,481.22","$7,185.32","$12,098.98",12.80%,1.0938
MID005805,ONH,"$1,276.78","$1,248.48",$270.97,$122.21,$174.09,13.60%,1.0215
MID005805,OOGGL,"$1,276.78","$1,248.48",$270.97,$122.21,$174.09,13.60%,1.0215
MID005805,MMM,"$1,276.78","$1,248.48",$270.97,$122.21,$174.09,13.60%,1.0215
MID005806,CCSO,"$125,865.95","$121,854.51","$27,019.67","$8,468.42","$15,581.88",12.40%,1.0683
MID005806,OCST,"$125,865.95","$121,854.51","$27,019.67","$8,468.42","$15,581.88",12.40%,1.0683
MID005806,PG,"$125,865.95","$121,854.51","$27,019.67","$8,468.42","$15,581.88",12.40%,1.0683
MID005806,EPF,"$125,865.95","$121,854.51","$27,019.67","$8,468.42","$15,581.88",12.40%,1.0683
MID005806,EG,"$125,865.95","$121,854.51","$27,019.67","$8,468.42","$15,581.88",12.40%,1.0683
MID005807,MTFS,"$112,239.32","$109,847.27","$24,191.06","$10,273.04","$16,443.90",15.40%,1.002
MID005807,PG,"$112,239.32","$109,847.27","$24,191.06","$10,273.04","$16,443.90",15.40%,1.002
MID005807,TWM,"$112,239.32","$109,847.27","$24,191.06","$10,273.04","$16,443.90",15.40%,1.002
MID005807,ABC,"$112,239.32","$109,847.27","$24,191.06","$10,273.04","$16,443.90",15.40%,1.002
MID005807,NTIC,"$112,239.32","$109,847.27","$24,191.06","$10,273.04","$16,443.90",15.40%,1.002
MID005808,JJN,"$89,181.39","$87,158.59","$19,265.77","$5,694.37","$11,960.45",12.20%,1.0475
MID005808,CCSO,"$89,181.39","$87,158.59","$19,265.77","$5,694.37","$11,960.45",12.20%,1.0475
MID005808,KRM,"$89,181.39","$87,158.59","$19,265.77","$5,694.37","$11,960.45",12.20%,1.0475
MID005809,EG,"$65,760.37","$64,719.80","$14,696.21","$4,697.88","$8,778.59",14.60%,1.0724
MID005809,OCST,"$65,760.37","$64,719.80","$14,696.21","$4,697.88","$8,778.59",14.60%,1.0724
MID005810,LTSA,"$13,024.32","$12,785.94","$2,772.60","$1,079.78","$1,935.86",11.60%,1.0908
MID005810,OK,"$13,024.32","$12,785.94","$2,772.60","$1,079.78","$1,935.86",11.60%,1.0908
MID005810,AB,"$13,024.32","$12,785.94","$2,772.60","$1,079.78","$1,935.86",11.60%,1.0908
MID005810,ONH,"$13,024.32","$12,785.94","$2,772.60","$1,079.78","$1,935.86",11.60%,1.0908
MID005810,DMC,"$13,024.32","$12,785.94","$2,772.60","$1,079.78","$1,935.86",11.60%,1.0908
MID005810,ABT,"$13,024.32","$12,785.94","$2,772.60","$1,079.78","$1,935.86",11.60%,1.0908
MID005810,FWC,"$13,024.32","$12,785.94","$2,772.60","$1,079.78","$1,935.86",11.60%,1.0908
MID005810,MTFS,"$13,024.32","$12,785.94","$2,772.60","$1,079.78","$1,935.86",11.60%,1.0908
MID005810,PG,"$13,024.32","$12,785.94","$2,772.60","$1,079.78","$1,935.86",11.60%,1.0908
MID005811,FWC,"$65,006.31","$63,399.13","$14,028.09","$5,751.57","$9,009.36",12.80%,1.0697
MID005811,PG,"$65,006.31","$63,399.13","$14,028.09","$5,751.57","$9,009.36",12.80%,1.0697
MID005811,GS,"$65,006.31","$63,399.13","$14,028.09","$5,751.57","$9,009.36",12.80%,1.0697
MID005811,LTSA,"$65,006.31","$63,399.13","$14,028.09","$5,751.57","$9,009.36",12.80%,1.0697
MID005811,JJN,"$65,006.31","$63,399.13","$14,028.09","$5,751.57","$9,009.36",12.80%,1.0697
MID005811,ALPA,"$65,006.31","$63,399.13","$14,028.09","$5,751.57","$9,009.36",12.80%,1.0697
MID005812,FWC,"$116,888.76","$114,438.74","$24,533.73","$8,722.76","$14,204.73",10.40%,1.096
MID005812,CCSO,"$116,888.76","$114,438.74","$24,533.73","$8,722.76","$14,204.73",10.40%,1.096
MID005812,NTIC,"$116,888.76","$114,438.74","$24,533.73","$8,722.76","$14,204.73",10.40%,1.096
MID005812,KRM,"$116,888.76","$114,438.74","$24,533.73","$8,722.76","$14,204.73",10.40%,1.096
MID005812,GMNA,"$116,888.76","$114,438.74","$24,533.73","$8,722.76","$14,204.73",10.40%,1.096
MID005812,OCST,"$116,888.76","$114,438.74","$24,533.73","$8,722.76","$14,204.73",10.40%,1.096
MID005812,MPJ,"$116,888.76","$114,438.74","$24,533.73","$8,722.76","$14,204.73",10.40%,1.096
MID005813,ALPA,"$51,883.52","$50,796.80","$11,099.52","$4,274.59","$8,107.99",12.80%,1.0706
MID005813,MTFS,"$51,883.52","$50,796.80","$11,099.52","$4,274.59","$8,107.99",12.80%,1.0706
MID005813,SM,"$51,883.52","$50,796.80","$11,099.52","$4,274.59","$8,107.99",12.80%,1.0706
MID005813,CCSO,"$51,883.52","$50,796.80","$11,099.52","$4,274.59","$8,107.99",12.80%,1.0706
MID005813,EPF,"$51,883.52","$50,796.80","$11,099.52","$4,274.59","$8,107.99",12.80%,1.0706
MID005813,OK,"$51,883.52","$50,796.80","$11,099.52","$4,274.59","$8,107.99",12.80%,1.0706
MID005814,AB,"$58,326.01","$57,275.45","$11,944.37","$3,762.79","$7,453.33",11.80%,1.1157
MID005814,GS,"$58,326.01","$57,275.45","$11,944.37","$3,762.79","$7,453.33",11.80%,1.1157
MID005814,OK,"$58,326.01","$57,275.45","$11,944.37","$3,762.79","$7,453.33",11.80%,1.1157
MID005814,MTFS,"$58,326.01","$57,275.45","$11,944.37","$3,762.79","$7,453.33",11.80%,1.1157
MID005814,HD,"$58,326.01","$57,275.45","$11,944.37","$3,762.79","$7,453.33",11.80%,1.1157
MID005814,TWM,"$58,326.01","$57,275.45","$11,944.37","$3,762.79","$7,453.33",11.80%,1.1157
MID005815,GMNA,"$6,452.73","$6,263.42","$1,312.51",$388.64,$716.97,11.80%,1.1068
MID005815,DMC,"$6,452.73","$6,263.42","$1,312.51",$388.64,$716.97,11.80%,1.1068
MID005815,EPF,"$6,452.73","$6,263.42","$1,312.51",$388.64,$716.97,11.80%,1.1068
MID005815,MPJ,"$6,452.73","$6,263.42","$1,312.51",$388.64,$716.97,11.80%,1.1068
MID005815,TWM,"$6,452.73","$6,263.42","$1,312.51",$388.64,$716.97,11.80%,1.1068
MID005816,CCSO,"$90,369.57","$88,007.24","$18,882.72","$6,385.07","$11,633.66",11.40%,1.1317
MID005816,ONH,"$90,369.57","$88,007.24","$18,882.72","$6,385.07","$11,633.66",11.40%,1.1317
MID005816,GS,"$90,369.57","$88,007.24","$18,882.72","$6,385.07","$11,633.66",11.40%,1.1317
MID005817,OK,"$102,468.42","$100,764.67","$21,042.36","$8,235.96","$13,395.02",14.80%,1.0678
MID005817,EG,"$102,468.42","$100,764.67","$21,042.36","$8,235.96","$13,395.02",14.80%,1.0678
MID005817,MPJ,"$102,468.42","$100,764.67","$21,042.36","$8,235.96","$13,395.02",14.80%,1.0678
MID005817,ABC,"$102,468.42","$100,764.67","$21,042.36","$8,235.96","$13,395.02",14.80%,1.0678
MID005817,ABT,"$102,468.42","$100,764.67","$21,042.36","$8,235.96","$13,395.02",14.80%,1.0678
MID005817,OOGGL,"$102,468.42","$100,764.67","$21,042.36","$8,235.96","$13,395.02",14.80%,1.0678
MID005818,FWC,"$102,435.10","$99,449.96","$21,642.31","$10,381.05","$14,585.30",13.00%,1.0366
MID005818,EG,"$102,435.10","$99,449.96","$21,642.31","$10,381.05","$14,585.30",13.00%,1.0366
MID005818,NEK,"$102,435.10","$99,449.96","$21,642.31","$10,381.05","$14,585.30",13.00%,1.0366
MID005818,DMC,"$102,435.10","$99,449.96","$21,642.31","$10,381.05","$14,585.30",13.00%,1.0366
MID005819,DMC,"$1,301,892.30","$1,281,939.35","$271,965.27","$99,327.21","$173,709.64",11.80%,1.11
MID005819,TWM,"$1,301,892.30","$1,281,939.35","$271,965.27","$99,327.21","$173,709.64",11.80%,1.11
MID005819,TCA,"$1,301,892.30","$1,281,939.35","$271,965.27","$99,327.21","$173,709.64",11.80%,1.11
MID005819,OK,"$1,301,892.30","$1,281,939.35","$271,965.27","$99,327.21","$173,709.64",11.80%,1.11
MID005819,PEP,"$1,301,892.30","$1,281,939.35","$271,965.27","$99,327.21","$173,709.64",11.80%,1.11
MID005819,OCST,"$1,301,892.30","$1,281,939.35","$271,965.27","$99,327.21","$173,709.64",11.80%,1.11
MID005820,AB,"$64,597.75","$63,901.56","$12,888.58","$4,271.14","$7,804.73",11.60%,1.1326
MID005820,GMNA,"$64,597.75","$63,901.56","$12,888.58","$4,271.14","$7,804.73",11.60%,1.1326
MID005821,MZNA,"$57,950.06","$56,871.57","$12,727.92","$6,286.99","$9,158.64",14.20%,1.0175
MID005821,PEP,"$57,950.06","$56,871.57","$12,727.92","$6,286.99","$9,158.64",14.20%,1.0175
MID005821,AB,"$57,950.06","$56,871.57","$12,727.92","$6,286.99","$9,158.64",14.20%,1.0175
MID005821,JJN,"$57,950.06","$56,871.57","$12,727.92","$6,286.99","$9,158.64",14.20%,1.0175
MID005822,OCST,"$12,744.91","$12,444.01","$2,656.23","$1,128.71","$1,803.55",13.20%,1.0334
MID005822,TWM,"$12,744.91","$12,444.01","$2,656.23","$1,128.71","$1,803.55",13.20%,1.0334
MID005822,LTSA,"$12,744.91","$12,444.01","$2,656.23","$1,128.71","$1,803.55",13.20%,1.0334
MID005823,MZNA,"$64,355.38","$63,600.76","$13,769.85","$6,084.66","$11,171.37",13.00%,1.0425
MID005823,PEP,"$64,355.38","$63,600.76","$13,769.85","$6,084.66","$11,171.37",13.00%,1.0425
MID005823,SM,"$64,355.38","$63,600.76","$13,769.85","$6,084.66","$11,171.37",13.00%,1.0425
MID005823,PG,"$64,355.38","$63,600.76","$13,769.85","$6,084.66","$11,171.37",13.00%,1.0425
MID005823,EPF,"$64,355.38","$63,600.76","$13,769.85","$6,084.66","$11,171.37",13.00%,1.0425
MID005823,NEK,"$64,355.38","$63,600.76","$13,769.85","$6,084.66","$11,171.37",13.00%,1.0425
MID005824,AB,"$14,103.27","$13,953.45","$2,927.76","$1,035.51","$1,841.07",14.80%,1.06
MID005824,TCA,"$14,103.27","$13,953.45","$2,927.76","$1,035.51","$1,841.07",14.80%,1.06
MID005824,MPJ,"$14,103.27","$13,953.45","$2,927.76","$1,035.51","$1,841.07",14.80%,1.06
MID005824,DMC,"$14,103.27","$13,953.45","$2,927.76","$1,035.51","$1,841.07",14.80%,1.06
MID005824,LTSA,"$14,103.27","$13,953.45","$2,927.76","$1,035.51","$1,841.07",14.80%,1.06
MID005824,GS,"$14,103.27","$13,953.45","$2,927.76","$1,035.51","$1,841.07",14.80%,1.06
MID005824,PG,"$14,103.27","$13,953.45","$2,927.76","$1,035.51","$1,841.07",14.80%,1.06
MID005825,CCSO,"$1,292.56","$1,258.71",$264.87,$86.42,$138.71,13.20%,1.1045
MID005825,NEK,"$1,292.56","$1,258.71",$264.87,$86.42,$138.71,13.20%,1.1045
MID005825,OCST,"$1,292.56","$1,258.71",$264.87,$86.42,$138.71,13.20%,1.1045
MID005825,ALPA,"$1,292.56","$1,258.71",$264.87,$86.42,$138.71,13.20%,1.1045
MID005825,GMNA,"$1,292.56","$1,258.71",$264.87,$86.42,$138.71,13.20%,1.1045
MID005825,JJN,"$1,292.56","$1,258.71",$264.87,$86.42,$138.71,13.20%,1.1045
MID005825,EG,"$1,292.56","$1,258.71",$264.87,$86.42,$138.71,13.20%,1.1045
MID005825,ABC,"$1,292.56","$1,258.71",$264.87,$86.42,$138.71,13.20%,1.1045
MID005825,OOGGL,"$1,292.56","$1,258.71",$264.87,$86.42,$138.71,13.20%,1.1045
MID005826,JJN,"$104,403.55","$102,808.93","$23,189.35","$8,370.79","$13,544.37",13.00%,1.0524
MID005826,DMC,"$104,403.55","$102,808.93","$23,189.35","$8,370.79","$13,544.37",13.00%,1.0524
MID005826,MZNA,"$104,403.55","$102,808.93","$23,189.35","$8,370.79","$13,544.37",13.00%,1.0524
MID005826,OCST,"$104,403.55","$102,808.93","$23,189.35","$8,370.79","$13,544.37",13.00%,1.0524
MID005826,OK,"$104,403.55","$102,808.93","$23,189.35","$8,370.79","$13,544.37",13.00%,1.0524
MID005826,ALPA,"$104,403.55","$102,808.93","$23,189.35","$8,370.79","$13,544.37",13.00%,1.0524
MID005826,CCSO,"$104,403.55","$102,808.93","$23,189.35","$8,370.79","$13,544.37",13.00%,1.0524
MID005826,AB,"$104,403.55","$102,808.93","$23,189.35","$8,370.79","$13,544.37",13.00%,1.0524
MID005827,ABT,"$63,371.83","$61,763.09","$14,280.72","$6,358.02","$9,771.48",14.20%,1.0064
MID005827,LTSA,"$63,371.83","$61,763.09","$14,280.72","$6,358.02","$9,771.48",14.20%,1.0064
MID005827,MZNA,"$63,371.83","$61,763.09","$14,280.72","$6,358.02","$9,771.48",14.20%,1.0064
MID005827,EG,"$63,371.83","$61,763.09","$14,280.72","$6,358.02","$9,771.48",14.20%,1.0064
MID005827,GMNA,"$63,371.83","$61,763.09","$14,280.72","$6,358.02","$9,771.48",14.20%,1.0064
MID005828,HD,"$62,707.71","$61,469.33","$13,398.17","$6,013.12","$9,237.85",13.20%,1.0231
MID005828,FWC,"$62,707.71","$61,469.33","$13,398.17","$6,013.12","$9,237.85",13.20%,1.0231
MID005829,GMNA,"$14,401.74","$14,072.25","$2,960.09",$750.42,"$1,710.58",9.40%,1.1492
MID005829,NTIC,"$14,401.74","$14,072.25","$2,960.09",$750.42,"$1,710.58",9.40%,1.1492
MID005829,EPF,"$14,401.74","$14,072.25","$2,960.09",$750.42,"$1,710.58",9.40%,1.1492
MID005829,PG,"$14,401.74","$14,072.25","$2,960.09",$750.42,"$1,710.58",9.40%,1.1492
MID005829,OOGGL,"$14,401.74","$14,072.25","$2,960.09",$750.42,"$1,710.58",9.40%,1.1492
MID005829,SM,"$14,401.74","$14,072.25","$2,960.09",$750.42,"$1,710.58",9.40%,1.1492
MID005829,ALPA,"$14,401.74","$14,072.25","$2,960.09",$750.42,"$1,710.58",9.40%,1.1492
MID005829,OK,"$14,401.74","$14,072.25","$2,960.09",$750.42,"$1,710.58",9.40%,1.1492
MID005830,OK,"$14,331.65","$14,004.13","$3,100.24","$1,024.77","$1,893.44",12.40%,1.0746
MID005830,PG,"$14,331.65","$14,004.13","$3,100.24","$1,024.77","$1,893.44",12.40%,1.0746
MID005830,LTSA,"$14,331.65","$14,004.13","$3,100.24","$1,024.77","$1,893.44",12.40%,1.0746
MID005830,TCA,"$14,331.65","$14,004.13","$3,100.24","$1,024.77","$1,893.44",12.40%,1.0746
MID005830,MTFS,"$14,331.65","$14,004.13","$3,100.24","$1,024.77","$1,893.44",12.40%,1.0746
MID005830,GMNA,"$14,331.65","$14,004.13","$3,100.24","$1,024.77","$1,893.44",12.40%,1.0746
MID005830,KRM,"$14,331.65","$14,004.13","$3,100.24","$1,024.77","$1,893.44",12.40%,1.0746
MID005831,TWM,"$58,114.33","$56,321.00","$12,099.88","$4,415.36","$8,074.34",12.80%,1.0838
MID005831,MTFS,"$58,114.33","$56,321.00","$12,099.88","$4,415.36","$8,074.34",12.80%,1.0838
MID005831,TCA,"$58,114.33","$56,321.00","$12,099.88","$4,415.36","$8,074.34",12.80%,1.0838
MID005831,MPJ,"$58,114.33","$56,321.00","$12,099.88","$4,415.36","$8,074.34",12.80%,1.0838
MID005831,EPF,"$58,114.33","$56,321.00","$12,099.88","$4,415.36","$8,074.34",12.80%,1.0838
MID005832,ONH,"$12,817.85","$12,677.00","$2,545.02",$847.39,"$1,813.41",14.00%,1.1072
MID005832,KRM,"$12,817.85","$12,677.00","$2,545.02",$847.39,"$1,813.41",14.00%,1.1072
MID005832,MMM,"$12,817.85","$12,677.00","$2,545.02",$847.39,"$1,813.41",14.00%,1.1072
MID005832,FWC,"$12,817.85","$12,677.00","$2,545.02",$847.39,"$1,813.41",14.00%,1.1072
MID005832,PEP,"$12,817.85","$12,677.00","$2,545.02",$847.39,"$1,813.41",14.00%,1.1072
MID005832,HD,"$12,817.85","$12,677.00","$2,545.02",$847.39,"$1,813.41",14.00%,1.1072
MID005832,GS,"$12,817.85","$12,677.00","$2,545.02",$847.39,"$1,813.41",14.00%,1.1072
MID005832,ABC,"$12,817.85","$12,677.00","$2,545.02",$847.39,"$1,813.41",14.00%,1.1072
MID005833,EPF,"$64,075.47","$63,075.78","$12,647.77","$2,272.62","$6,321.87",10.80%,1.1919
MID005833,ALPA,"$64,075.47","$63,075.78","$12,647.77","$2,272.62","$6,321.87",10.80%,1.1919
MID005833,HD,"$64,075.47","$63,075.78","$12,647.77","$2,272.62","$6,321.87",10.80%,1.1919
MID005833,CCSO,"$64,075.47","$63,075.78","$12,647.77","$2,272.62","$6,321.87",10.80%,1.1919
MID005833,LTSA,"$64,075.47","$63,075.78","$12,647.77","$2,272.62","$6,321.87",10.80%,1.1919
MID005834,ABT,"$71,563.09","$70,142.90","$15,125.85","$4,217.20","$8,145.56",11.80%,1.095
MID005834,NEK,"$71,563.09","$70,142.90","$15,125.85","$4,217.20","$8,145.56",11.80%,1.095
MID005834,NTIC,"$71,563.09","$70,142.90","$15,125.85","$4,217.20","$8,145.56",11.80%,1.095
MID005834,ONH,"$71,563.09","$70,142.90","$15,125.85","$4,217.20","$8,145.56",11.80%,1.095
MID005834,LTSA,"$71,563.09","$70,142.90","$15,125.85","$4,217.20","$8,145.56",11.80%,1.095
MID005835,NEK,"$57,389.23","$56,483.35","$12,239.14","$4,970.78","$8,232.34",15.40%,1.0123
MID005835,OOGGL,"$57,389.23","$56,483.35","$12,239.14","$4,970.78","$8,232.34",15.40%,1.0123
MID005835,EG,"$57,389.23","$56,483.35","$12,239.14","$4,970.78","$8,232.34",15.40%,1.0123
MID005835,TCA,"$57,389.23","$56,483.35","$12,239.14","$4,970.78","$8,232.34",15.40%,1.0123
MID005835,HD,"$57,389.23","$56,483.35","$12,239.14","$4,970.78","$8,232.34",15.40%,1.0123
MID005835,FWC,"$57,389.23","$56,483.35","$12,239.14","$4,970.78","$8,232.34",15.40%,1.0123
MID005836,MPJ,"$103,549.68","$101,636.41","$21,950.35","$7,674.52","$12,403.75",13.60%,1.0729
MID005836,OK,"$103,549.68","$101,636.41","$21,950.35","$7,674.52","$12,403.75",13.60%,1.0729
MID005836,LTSA,"$103,549.68","$101,636.41","$21,950.35","$7,674.52","$12,403.75",13.60%,1.0729
MID005836,GMNA,"$103,549.68","$101,636.41","$21,950.35","$7,674.52","$12,403.75",13.60%,1.0729
MID005836,NTIC,"$103,549.68","$101,636.41","$21,950.35","$7,674.52","$12,403.75",13.60%,1.0729
MID005836,MZNA,"$103,549.68","$101,636.41","$21,950.35","$7,674.52","$12,403.75",13.60%,1.0729
MID005836,HD,"$103,549.68","$101,636.41","$21,950.35","$7,674.52","$12,403.75",13.60%,1.0729
MID005837,JJN,"$123,654.52","$120,958.08","$24,771.24","$11,201.31","$17,841.56",13.20%,1.076
MID005837,ABT,"$123,654.52","$120,958.08","$24,771.24","$11,201.31","$17,841.56",13.20%,1.076
MID005837,TCA,"$123,654.52","$120,958.08","$24,771.24","$11,201.31","$17,841.56",13.20%,1.076
