MEMBER_ID,OPTIMIZED_EXPECTED_FINAL_PORTFOLIO_VALUE,OPTIMIZED_MEDIAN_FINAL_PORTFOLIO_VALUE,OPTIMIZED_STANDARD_DEVIATION_OF_FINAL_PORTFOLIO_VALUE,OPTIMIZED_VALUE_AT_RISK,OPTIMIZED_CONDITIONAL_VALUE_AT_RISK,OPTIMIZED_PROBABILITY_OF_LOSS,OPTIMIZED_SHARPE_RATIO
MID214875,"$102,999.01","$100,555.64","$22,893.78",,,15.00%,1.0046
MID214876,"$6,484.26","$6,406.03","$1,388.34",,,14.40%,1.0691
MID214877,"$124,781.22","$121,873.75","$26,321.16",,,13.60%,1.0555
MID214878,"$1,289.26","$1,278.56",$274.27,,,13.60%,1.0547
MID214879,"$14,057.62","$13,613.61","$3,003.43",,,13.00%,1.0180
MID214880,"$1,294.14","$1,259.21",$287.87,,,14.00%,1.0218
MID214881,"$52,386.17","$50,338.22","$11,680.32",,,10.00%,1.0604
MID214882,"$117,140.52","$113,623.81","$26,315.68",,,13.20%,1.0313
MID214883,"$58,583.32","$56,806.94","$12,959.46",,,14.60%,1.0481
MID214884,"$65,351.76","$64,292.55","$13,738.07",,,12.20%,1.1175
MID214885,"$126,542.52","$124,170.99","$25,550.14",,,11.40%,1.1563
MID214886,"$1,308,832.58","$1,284,109.51","$271,729.93",,,12.80%,1.1365
MID214887,"$51,184.41","$49,602.90","$10,664.73",,,13.40%,1.0487
MID214888,"$1,286,412.91","$1,253,543.94","$272,343.48",,,12.20%,1.0517
MID214889,"$104,083.09","$100,867.77","$22,550.24",,,12.40%,1.0680
MID214890,"$103,123.98","$100,853.47","$21,572.57",,,13.20%,1.0719
MID214891,"$113,223.93","$110,847.68","$23,616.46",,,14.00%,1.0681
MID214892,"$57,501.66","$56,688.97","$11,783.56",,,13.80%,1.0609
MID214893,"$66,077.77","$64,764.68","$13,474.28",,,10.40%,1.1932
MID214894,"$6,441.20","$6,209.13","$1,424.02",,,13.20%,1.0121
MID214895,"$1,285.01","$1,254.65",$284.13,,,14.00%,1.0031
MID214896,"$89,011.25","$87,818.43","$19,584.79",,,15.00%,1.0218
MID214897,"$103,079.14","$100,862.33","$23,670.96",,,15.40%,0.9750
MID214898,"$1,283,099.00","$1,245,531.87","$289,270.18",,,15.00%,0.9787
MID214899,"$89,551.79","$87,371.78","$18,957.76",,,12.00%,1.0841
MID214900,"$6,501.07","$6,283.83","$1,440.16",,,13.40%,1.0423
MID214901,"$1,276,431.10","$1,250,109.26","$270,978.09",,,16.20%,1.0201
MID214902,"$112,385.06","$109,338.78","$24,031.76",,,14.60%,1.0147
MID214903,"$51,377.68","$50,715.43","$10,251.59",,,10.00%,1.1098
MID214904,"$102,173.51","$100,865.09","$22,411.09",,,17.20%,0.9894
MID214905,"$114,012.62","$110,840.34","$25,307.37",,,13.80%,1.0279
MID214906,"$115,054.65","$112,671.90","$25,041.10",,,16.00%,1.0005
MID214907,"$1,294,715.00","$1,271,144.30","$297,692.92",,,14.60%,0.9900
MID214908,"$88,798.59","$87,835.66","$18,105.01",,,14.20%,1.0935
MID214909,"$6,429.77","$6,263.91","$1,417.58",,,15.40%,1.0086
MID214910,"$114,582.65","$111,159.65","$25,202.90",,,14.20%,0.9754
MID214911,"$14,225.55","$14,003.08","$3,016.50",,,13.40%,1.0693
MID214912,"$115,196.66","$111,800.46","$25,464.29",,,16.20%,0.9895
MID214913,"$52,255.60","$51,288.32","$11,170.38",,,12.40%,1.0972
MID214914,"$104,689.48","$101,845.69","$21,240.85",,,11.80%,1.1624
MID214915,"$1,297,365.19","$1,260,394.59","$276,846.52",,,13.20%,1.0741
MID214916,"$115,495.84","$113,203.92","$25,594.46",,,14.20%,0.9961
MID214917,"$14,060.21","$13,862.84","$2,911.63",,,14.80%,1.0510
MID214918,"$1,308,161.30","$1,280,787.89","$280,370.59",,,14.00%,1.0991
MID214919,"$51,266.90","$50,267.74","$9,959.77",,,12.00%,1.1312
MID214920,"$1,277,963.15","$1,234,055.99","$274,287.46",,,14.20%,1.0134
MID214921,"$63,026.09","$61,674.17","$13,149.73",,,13.80%,1.0666
MID214922,"$103,667.26","$102,281.45","$22,677.01",,,13.00%,1.0437
MID214923,"$125,503.85","$121,829.80","$27,365.77",,,13.40%,1.0416
MID214924,"$12,990.96","$12,735.70","$2,720.39",,,13.40%,1.0995
MID214925,"$1,271,074.48","$1,231,540.64","$265,407.68",,,14.80%,1.0214
MID214926,"$14,041.69","$13,695.19","$2,966.09",,,13.80%,1.0255
MID214927,"$127,847.90","$125,707.95","$27,615.86",,,11.80%,1.1170
MID214928,"$62,861.83","$61,666.66","$12,769.60",,,12.60%,1.0855
MID214929,"$125,269.65","$122,825.14","$27,114.76",,,12.60%,1.0426
MID214930,"$112,883.09","$110,109.73","$25,010.99",,,14.20%,0.9949
MID214931,"$57,088.34","$55,795.40","$12,563.64",,,14.20%,0.9622
MID214932,"$124,588.69","$121,420.68","$25,170.07",,,11.60%,1.0961
MID214933,"$102,872.85","$99,750.46","$22,037.32",,,13.60%,1.0379
MID214934,"$127,548.79","$125,210.59","$28,263.03",,,12.80%,1.0809
MID214935,"$71,289.58","$69,129.98","$15,612.27",,,13.40%,1.0434
MID214936,"$102,733.13","$100,445.65","$21,327.43",,,12.60%,1.0659
MID214937,"$12,838.46","$12,633.80","$2,577.64",,,13.00%,1.1012
MID214938,"$12,872.56","$12,565.81","$2,679.29",,,13.00%,1.0721
MID214939,"$1,309,483.99","$1,265,314.41","$275,731.22",,,11.20%,1.1224
MID214940,"$87,762.17","$84,747.72","$18,713.87",,,14.00%,1.0026
MID214941,"$51,647.05","$49,583.08","$11,557.01",,,14.80%,1.0078
MID214942,"$1,295.62","$1,271.74",$280.21,,,13.20%,1.0550
MID214943,"$58,421.41","$57,095.70","$12,065.50",,,10.60%,1.1124
MID214944,"$1,280,359.79","$1,253,898.27","$271,178.91",,,13.40%,1.0339
MID214945,"$14,371.01","$13,952.82","$2,937.87",,,9.40%,1.1474
MID214946,"$50,921.94","$49,355.67","$10,729.97",,,15.40%,1.0179
MID214947,"$103,907.64","$102,725.69","$21,411.55",,,13.00%,1.1166
MID214948,"$71,229.41","$69,857.04","$15,030.34",,,12.60%,1.0798
MID214949,"$115,372.64","$113,063.27","$24,447.51",,,15.20%,1.0378
MID214950,"$124,674.55","$122,078.06","$27,943.02",,,16.40%,0.9904
MID214951,"$1,307,131.15","$1,289,956.78","$287,033.39",,,13.40%,1.0700
MID214952,"$123,991.18","$121,090.64","$27,637.49",,,15.60%,0.9766
MID214953,"$51,412.71","$49,729.96","$10,937.39",,,13.80%,1.0435
MID214954,"$52,098.17","$51,590.51","$11,145.77",,,15.00%,1.0854
MID214955,"$13,034.84","$12,713.87","$2,698.10",,,10.40%,1.1248
MID214956,"$117,574.66","$114,886.96","$25,249.25",,,11.60%,1.0921
MID214957,"$51,755.40","$49,838.06","$10,908.51",,,12.80%,1.0776
MID214958,"$13,840.42","$13,531.66","$2,953.94",,,15.60%,0.9616
MID214959,"$57,904.24","$57,439.30","$11,881.26",,,13.80%,1.0861
MID214960,"$104,449.08","$102,779.27","$22,421.87",,,13.60%,1.0904
MID214961,"$87,399.13","$85,507.03","$18,500.70",,,14.00%,0.9945
MID214962,"$1,302.66","$1,268.86",$279.32,,,12.40%,1.0835
MID214963,"$6,415.31","$6,256.28","$1,368.54",,,14.00%,1.0342
MID214964,"$14,145.16","$13,826.82","$2,929.46",,,14.00%,1.0736
MID214965,"$51,915.57","$51,119.57","$11,015.69",,,13.60%,1.0817
MID214966,"$123,425.38","$120,403.17","$27,808.94",,,17.40%,0.9502
MID214967,"$14,271.11","$13,938.00","$2,996.21",,,13.20%,1.0917
MID214968,"$101,200.19","$98,648.10","$22,270.52",,,15.20%,0.9519
MID214969,"$103,925.65","$101,344.72","$21,177.17",,,11.00%,1.1298
MID214970,"$63,496.33","$61,656.02","$12,712.34",,,11.80%,1.1403
MID214971,"$1,283,459.15","$1,248,316.37","$281,515.10",,,13.80%,1.0069
MID214972,"$116,037.22","$112,081.25","$24,507.78",,,11.80%,1.0624
MID214973,"$63,117.06","$61,269.29","$13,348.62",,,14.00%,1.0576
MID214974,"$87,698.23","$85,599.55","$18,686.53",,,14.80%,1.0006
MID214975,"$1,295,107.30","$1,255,339.03","$284,127.05",,,13.40%,1.0386
MID214976,"$57,629.83","$56,222.17","$12,569.08",,,15.00%,1.0048
MID214977,"$6,379.03","$6,217.52","$1,339.99",,,15.20%,1.0291
MID214978,"$63,603.36","$62,372.52","$13,741.31",,,14.20%,1.0627
MID214979,"$70,541.96","$68,943.70","$14,801.19",,,12.60%,1.0500
MID214980,"$70,677.68","$69,166.24","$15,135.48",,,15.20%,1.0358
MID214981,"$88,377.87","$86,326.33","$18,792.96",,,14.80%,1.0311
MID214982,"$124,739.70","$120,702.00","$26,750.24",,,11.80%,1.0370
MID214983,"$113,160.19","$109,794.27","$23,728.13",,,12.80%,1.0604
MID214984,"$1,284,692.30","$1,263,242.16","$255,834.69",,,12.20%,1.1128
MID214985,"$6,447.90","$6,309.08","$1,400.95",,,15.00%,1.0335
MID214986,"$52,357.36","$51,152.45","$11,288.80",,,12.00%,1.0947
MID214987,"$70,948.61","$68,948.74","$15,328.40",,,13.40%,1.0405
MID214988,"$71,669.78","$70,044.15","$14,837.38",,,12.20%,1.1235
MID214989,"$1,295,135.14","$1,244,885.71","$294,629.84",,,13.60%,1.0017
MID214990,"$1,292,918.03","$1,257,935.68","$285,086.31",,,13.80%,1.0275
MID214991,"$13,902.28","$13,503.78","$2,892.15",,,15.20%,1.0035
MID214992,"$115,891.07","$112,830.85","$24,357.29",,,13.60%,1.0630
MID214993,"$57,106.10","$56,694.99","$11,829.26",,,14.00%,1.0234
MID214994,"$63,474.42","$61,887.68","$13,833.64",,,13.60%,1.0463
MID214995,"$6,517.23","$6,370.54","$1,486.60",,,13.00%,1.0206
MID214996,"$87,378.82","$86,683.89","$17,313.63",,,14.80%,1.0615
MID214997,"$113,112.10","$109,472.25","$25,286.51",,,14.60%,0.9931
MID214998,"$1,269,164.71","$1,257,692.67","$274,198.40",,,17.60%,0.9816
MID214999,"$14,229.10","$13,680.60","$2,944.84",,,12.20%,1.0965
MID215000,"$1,294,221.03","$1,256,185.11","$272,577.10",,,14.20%,1.0794
MID215001,"$116,271.58","$111,784.60","$24,606.52",,,11.20%,1.0677
MID215002,"$71,258.66","$69,981.15","$14,175.83",,,10.00%,1.1469
MID215003,"$1,295.24","$1,263.21",$274.97,,,13.60%,1.0737
MID215004,"$51,734.99","$50,753.37","$11,525.63",,,14.80%,1.0182
MID215005,"$117,815.87","$113,718.29","$26,230.92",,,11.80%,1.0604
MID215006,"$103,571.47","$100,929.42","$22,751.32",,,13.60%,1.0360
MID215007,"$102,144.46","$100,353.70","$20,843.77",,,14.20%,1.0624
MID215008,"$62,914.11","$61,687.93","$13,311.10",,,14.20%,1.0453
MID215009,"$125,289.30","$123,317.55","$26,108.13",,,14.20%,1.0835
MID215010,"$115,506.33","$111,862.46","$24,784.26",,,14.60%,1.0291
MID215011,"$6,460.88","$6,364.25","$1,383.67",,,13.60%,1.0558
MID215012,"$112,865.41","$110,985.32","$25,329.50",,,16.00%,0.9817
MID215013,"$6,418.82","$6,266.51","$1,310.02",,,12.80%,1.0830
MID215014,"$124,707.78","$122,113.28","$24,910.81",,,10.20%,1.1123
MID215015,"$1,279,796.06","$1,253,261.99","$273,661.11",,,15.00%,1.0224
MID215016,"$14,197.99","$13,953.59","$3,112.76",,,13.00%,1.0274
MID215017,"$114,139.81","$111,752.15","$24,963.04",,,12.60%,1.0471
MID215018,"$63,735.07","$62,268.64","$14,216.48",,,15.00%,1.0365
MID215019,"$124,530.66","$121,738.77","$28,015.98",,,15.80%,0.9827
MID215020,"$102,763.92","$100,216.73","$21,487.98",,,13.00%,1.0594
MID215021,"$58,254.69","$57,084.76","$12,306.82",,,13.80%,1.0770
MID215022,"$50,666.50","$50,115.49","$10,047.15",,,14.60%,1.0616
MID215023,"$12,954.19","$12,641.37","$2,574.73",,,9.40%,1.1474
MID215024,"$124,859.51","$122,110.47","$26,258.78",,,13.60%,1.0610
MID215025,"$51,647.51","$50,864.02","$11,449.19",,,14.20%,1.0173
MID215026,"$64,753.44","$63,193.52","$13,139.41",,,10.60%,1.1228
MID215027,"$116,403.99","$112,220.10","$25,767.47",,,14.00%,1.0247
MID215028,"$14,082.32","$13,862.68","$2,810.62",,,11.60%,1.0967
MID215029,"$6,513.20","$6,350.73","$1,339.02",,,10.00%,1.1301
MID215030,"$114,521.86","$112,714.41","$23,711.79",,,13.20%,1.0342
MID215031,"$105,132.60","$102,589.19","$22,799.48",,,12.80%,1.1023
MID215032,"$6,457.47","$6,361.02","$1,355.05",,,14.00%,1.0756
MID215033,"$58,557.74","$57,017.47","$12,013.50",,,11.00%,1.1285
MID215034,"$1,295,407.37","$1,275,093.49","$268,556.49",,,11.40%,1.1000
MID215035,"$1,276,759.48","$1,246,855.56","$286,082.33",,,16.00%,0.9674
MID215036,"$115,535.07","$111,718.73","$25,864.42",,,14.40%,0.9873
MID215037,"$12,840.62","$12,486.59","$2,703.17",,,13.20%,1.0508
MID215038,"$64,147.62","$62,771.08","$13,574.56",,,15.80%,1.0422
MID215039,"$51,403.42","$49,908.45","$11,651.47",,,14.00%,0.9787
MID215040,"$126,490.83","$124,343.58","$25,219.35",,,10.60%,1.1694
MID215041,"$64,091.02","$62,443.20","$13,304.95",,,11.20%,1.1342
MID215042,"$1,290.28","$1,261.03",$275.87,,,13.40%,1.0523
MID215043,"$64,751.96","$63,122.69","$14,693.83",,,15.00%,1.0040
MID215044,"$65,000.81","$64,073.94","$13,680.07",,,11.80%,1.0965
MID215045,"$12,904.33","$12,674.89","$2,634.99",,,13.00%,1.1022
MID215046,"$1,289,882.09","$1,263,297.04","$274,849.53",,,13.20%,1.0547
MID215047,"$113,784.89","$110,584.74","$24,249.72",,,12.60%,1.0633
MID215048,"$114,922.77","$113,761.07","$24,856.57",,,12.80%,1.0831
MID215049,"$13,907.81","$13,610.77","$2,990.80",,,17.60%,0.9723
MID215050,"$6,391.34","$6,257.98","$1,307.23",,,13.00%,1.0643
MID215051,"$57,732.78","$56,873.40","$11,858.61",,,13.80%,1.0737
MID215052,"$101,200.31","$96,712.65","$22,392.00",,,14.20%,0.9468
MID215053,"$71,338.43","$69,825.78","$14,666.62",,,13.00%,1.1140
MID215054,"$64,626.03","$62,638.05","$14,414.40",,,13.40%,1.0147
MID215055,"$117,843.39","$115,307.01","$26,493.92",,,13.20%,1.0509
MID215056,"$1,301,933.08","$1,277,973.12","$279,936.85",,,13.00%,1.0786
MID215057,"$113,431.39","$110,445.68","$24,614.52",,,15.00%,1.0332
MID215058,"$103,424.97","$100,834.36","$20,619.75",,,12.00%,1.1360
MID215059,"$62,561.86","$61,398.10","$13,722.63",,,15.00%,0.9883
MID215060,"$116,312.58","$114,376.16","$24,497.15",,,14.40%,1.0741
MID215061,"$89,374.98","$88,025.52","$19,249.52",,,12.60%,1.0585
MID215062,"$6,334.39","$6,237.53","$1,280.14",,,15.60%,1.0424
MID215063,"$62,727.36","$61,280.07","$13,575.52",,,14.20%,1.0112
MID215064,"$124,191.45","$122,527.73","$26,117.96",,,13.80%,1.0411
MID215065,"$87,693.25","$85,793.05","$19,434.13",,,15.60%,0.9619
MID215066,"$1,292,046.56","$1,259,395.71","$275,185.80",,,14.00%,1.0613
MID215067,"$51,966.86","$50,367.71","$11,116.03",,,10.80%,1.0765
MID215068,"$123,472.55","$120,342.12","$26,509.89",,,13.60%,0.9986
MID215069,"$114,481.01","$110,725.33","$25,796.49",,,12.40%,1.0265
MID215070,"$65,158.04","$63,761.09","$13,430.10",,,11.80%,1.1287
MID215071,"$117,038.69","$113,726.00","$25,281.33",,,13.40%,1.0695
MID215072,"$6,445.96","$6,274.24","$1,382.28",,,13.40%,1.0461
MID215073,"$12,736.44","$12,493.41","$2,745.87",,,15.40%,0.9966
MID215074,"$101,791.43","$100,152.29","$21,585.55",,,15.60%,1.0095
MID215075,"$58,877.46","$56,798.96","$12,148.30",,,10.60%,1.1423
MID215076,"$71,098.45","$70,410.75","$14,906.68",,,12.80%,1.0799
MID215077,"$6,434.33","$6,311.34","$1,361.86",,,13.20%,1.0532
MID215078,"$64,770.09","$62,822.53","$13,864.52",,,12.00%,1.0653
MID215079,"$51,143.40","$50,378.12","$10,596.59",,,14.80%,1.0516
MID215080,"$58,135.69","$56,083.76","$12,728.02",,,13.40%,1.0320
MID215081,"$114,632.90","$112,485.62","$24,641.75",,,11.20%,1.0808
MID215082,"$89,158.63","$86,861.62","$19,047.94",,,13.00%,1.0583
MID215083,"$1,297,779.39","$1,269,250.49","$272,637.25",,,12.60%,1.0922
MID215084,"$62,600.55","$61,137.34","$12,786.93",,,13.80%,1.0636
MID215085,"$89,014.24","$86,694.61","$19,330.20",,,12.80%,1.0354
MID215086,"$6,513.78","$6,345.15","$1,372.28",,,11.20%,1.1031
MID215087,"$114,937.86","$112,491.01","$23,511.51",,,10.80%,1.1457
MID215088,"$125,718.35","$122,162.25","$26,480.54",,,11.60%,1.0845
MID215089,"$63,174.09","$62,155.26","$13,011.58",,,14.20%,1.0893
MID215090,"$1,291,252.78","$1,264,150.81","$284,459.09",,,15.00%,1.0239
MID215091,"$102,658.67","$100,360.52","$22,328.60",,,15.20%,1.0148
MID215092,"$58,010.77","$57,399.26","$11,950.25",,,13.60%,1.0887
MID215093,"$6,499.04","$6,333.27","$1,378.25",,,13.20%,1.0876
MID215094,"$1,285.14","$1,256.65",$271.17,,,14.20%,1.0515
MID215095,"$51,256.36","$50,254.82","$11,519.89",,,16.00%,0.9771
MID215096,"$71,272.46","$69,741.71","$14,977.46",,,13.60%,1.0865
MID215097,"$14,363.72","$14,061.60","$3,019.26",,,12.60%,1.1141
MID215098,"$113,039.21","$111,047.37","$22,536.82",,,13.80%,1.1110
MID215099,"$1,311,251.49","$1,283,534.83","$288,225.66",,,13.60%,1.0799
MID215100,"$62,955.83","$61,083.39","$13,532.08",,,13.80%,1.0313
MID215101,"$52,394.68","$51,430.36","$11,022.52",,,9.80%,1.1245
MID215102,"$71,272.79","$69,568.94","$14,546.37",,,11.20%,1.1187
MID215103,"$90,167.60","$87,379.76","$20,050.94",,,13.00%,1.0557
MID215104,"$104,585.67","$101,225.26","$23,089.69",,,13.40%,1.0648
MID215105,"$64,178.06","$62,983.89","$13,150.94",,,11.40%,1.0781
MID215106,"$65,326.11","$64,257.86","$13,820.64",,,10.60%,1.1089
MID215107,"$1,283,531.86","$1,257,079.67","$263,639.23",,,12.00%,1.0755
MID215108,"$1,276,786.20","$1,253,184.97","$268,493.94",,,12.60%,1.0309
MID215109,"$1,273,690.99","$1,243,542.33","$280,441.37",,,15.80%,0.9759
MID215110,"$1,292.68","$1,276.47",$278.10,,,14.00%,1.0525
MID215111,"$1,295.43","$1,287.44",$276.25,,,13.40%,1.0694
MID215112,"$52,081.36","$51,394.62","$10,780.42",,,13.20%,1.1207
MID215113,"$1,286,768.72","$1,254,644.75","$282,074.03",,,14.00%,1.0166
MID215114,"$51,708.96","$50,406.19","$11,407.99",,,16.00%,1.0264
MID215115,"$115,089.35","$113,861.08","$26,016.65",,,14.00%,1.0412
MID215116,"$103,867.29","$102,842.90","$21,751.94",,,13.40%,1.0972
MID215117,"$58,254.26","$56,902.46","$12,051.06",,,12.00%,1.0998
MID215118,"$89,746.83","$87,249.12","$19,215.41",,,13.00%,1.0797
MID215119,"$64,814.84","$62,894.88","$13,385.26",,,11.80%,1.1068
MID215120,"$1,285.13","$1,253.47",$256.07,,,11.60%,1.1135
MID215121,"$1,278,723.66","$1,248,612.37","$277,176.83",,,16.40%,1.0056
MID215122,"$69,993.16","$68,683.68","$14,186.50",,,12.40%,1.0569
MID215123,"$14,103.99","$13,766.93","$3,152.80",,,15.00%,0.9845
MID215124,"$6,442.33","$6,219.97","$1,392.34",,,12.00%,1.0359
MID215125,"$64,202.10","$62,471.37","$14,433.31",,,15.60%,0.9840
MID215126,"$115,390.74","$112,160.11","$24,836.10",,,13.00%,1.0223
MID215127,"$51,594.67","$50,852.50","$11,120.33",,,14.20%,1.0427
MID215128,"$71,084.72","$69,850.71","$15,363.35",,,14.00%,1.0470
MID215129,"$1,309.16","$1,286.22",$267.62,,,10.00%,1.1552
MID215130,"$62,433.18","$60,573.51","$13,803.16",,,16.40%,0.9732
MID215131,"$70,764.04","$68,917.36","$15,581.67",,,13.80%,1.0117
MID215132,"$1,313,517.45","$1,275,324.68","$285,112.80",,,11.00%,1.0996
MID215133,"$102,964.72","$101,852.72","$21,503.55",,,13.20%,1.0679
MID215134,"$12,957.01","$12,691.04","$2,652.68",,,10.80%,1.1147
MID215135,"$14,217.32","$13,788.66","$3,151.87",,,14.20%,1.0208
MID215136,"$72,499.73","$71,415.44","$14,919.79",,,10.80%,1.1729
MID215137,"$65,760.81","$64,914.07","$14,569.72",,,13.00%,1.0818
MID215138,"$57,896.80","$56,837.71","$11,612.36",,,13.40%,1.1106
MID215139,"$13,987.36","$13,748.41","$2,900.67",,,14.60%,1.0299
MID215140,"$1,263,954.02","$1,228,953.36","$268,509.70",,,14.60%,0.9830
MID215141,"$102,274.75","$99,755.29","$21,284.71",,,14.20%,1.0465
MID215142,"$88,178.77","$86,087.78","$19,128.91",,,16.80%,1.0026
MID215143,"$71,580.26","$70,208.70","$14,995.40",,,11.40%,1.1057
MID215144,"$63,827.26","$62,810.13","$12,876.01",,,10.80%,1.1515
MID215145,"$51,673.74","$50,607.26","$10,789.79",,,13.00%,1.0819
MID215146,"$14,131.10","$13,709.24","$2,855.87",,,12.60%,1.0964
MID215147,"$125,194.13","$122,136.53","$24,986.76",,,12.40%,1.1284
MID215148,"$63,149.73","$61,935.97","$13,184.64",,,11.60%,1.0732
MID215149,"$6,399.51","$6,287.84","$1,394.81",,,15.60%,1.0034
MID215150,"$6,466.87","$6,322.31","$1,369.60",,,13.60%,1.0710
MID215151,"$51,522.32","$50,293.89","$11,024.93",,,13.00%,1.0451
MID215152,"$64,508.66","$63,142.56","$13,033.44",,,13.60%,1.1132
MID215153,"$6,549.69","$6,438.33","$1,376.39",,,11.80%,1.1259
MID215154,"$66,349.73","$64,703.11","$14,920.92",,,12.20%,1.0958
MID215155,"$12,910.46","$12,657.19","$2,776.53",,,13.20%,1.0482
MID215156,"$126,472.60","$123,099.62","$27,765.45",,,13.20%,1.0615
MID215157,"$1,309,863.42","$1,286,461.42","$281,132.71",,,12.60%,1.1022
MID215158,"$14,245.25","$13,982.45","$2,979.49",,,13.20%,1.0892
MID215159,"$14,043.90","$13,710.27","$2,914.81",,,15.00%,1.0443
MID215160,"$63,798.34","$62,516.01","$13,233.02",,,12.20%,1.1183
MID215161,"$12,948.05","$12,585.10","$2,762.02",,,14.20%,1.0674
MID215162,"$58,579.85","$57,006.19","$12,946.34",,,14.40%,1.0489
MID215163,"$51,497.04","$50,589.23","$10,606.20",,,12.60%,1.0840
MID215164,"$64,510.84","$62,594.43","$14,056.17",,,11.60%,1.1035
MID215165,"$64,619.79","$63,497.20","$13,555.41",,,12.40%,1.0785
MID215166,"$88,170.10","$85,690.28","$17,673.35",,,12.40%,1.0847
MID215167,"$114,123.04","$111,571.25","$24,242.33",,,14.60%,0.9951
MID215168,"$6,537.37","$6,330.74","$1,407.79",,,11.40%,1.0920
MID215169,"$64,604.99","$63,068.62","$14,457.87",,,14.20%,1.0102
MID215170,"$116,467.01","$113,979.27","$23,730.43",,,10.40%,1.1153
MID215171,"$123,682.81","$121,586.13","$25,090.36",,,13.00%,1.0635
MID215172,"$14,094.85","$14,044.15","$2,973.13",,,14.20%,1.0409
MID215173,"$116,037.81","$114,767.10","$25,891.70",,,15.60%,1.0056
MID215174,"$114,166.10","$110,359.02","$24,455.30",,,15.60%,0.9882
MID215175,"$1,296,668.40","$1,269,485.54","$264,832.45",,,11.60%,1.1202
MID215176,"$64,322.70","$63,633.62","$12,943.42",,,14.20%,1.1066
MID215177,"$63,455.09","$62,752.69","$12,965.35",,,12.60%,1.1149
MID215178,"$1,291.65","$1,257.14",$275.54,,,11.80%,1.0585
MID215179,"$1,320.54","$1,291.64",$306.85,,,15.00%,1.0446
MID215180,"$114,541.12","$111,237.63","$24,527.05",,,11.80%,1.0821
MID215181,"$115,014.16","$112,226.65","$22,798.35",,,13.00%,1.0972
MID215182,"$1,319,945.11","$1,297,987.38","$282,655.51",,,10.80%,1.1319
MID215183,"$102,868.11","$100,950.93","$20,511.23",,,11.80%,1.1149
MID215184,"$57,130.19","$55,760.12","$11,986.84",,,15.20%,1.0120
MID215185,"$6,421.25","$6,310.00","$1,304.58",,,13.00%,1.0894
MID215186,"$51,058.17","$50,873.03","$10,939.72",,,16.20%,1.0108
MID215187,"$64,990.84","$63,188.24","$13,732.09",,,13.60%,1.0917
MID215188,"$1,275,433.86","$1,258,000.47","$276,954.69",,,14.20%,0.9945
MID215189,"$63,600.70","$61,883.63","$13,683.25",,,12.80%,1.0670
MID215190,"$115,254.51","$112,985.72","$26,130.53",,,16.00%,0.9665
MID215191,"$102,905.90","$100,600.60","$23,352.63",,,15.00%,0.9809
MID215192,"$64,230.52","$62,998.31","$13,995.03",,,14.00%,1.0168
MID215193,"$58,438.12","$57,365.20","$12,698.85",,,12.20%,1.0582
MID215194,"$6,426.33","$6,302.71","$1,332.21",,,12.60%,1.0707
MID215195,"$89,200.78","$87,671.02","$19,323.11",,,14.00%,1.0454
MID215196,"$64,042.78","$62,912.20","$13,526.64",,,14.20%,1.0382
MID215197,"$1,294.45","$1,248.36",$279.19,,,13.60%,1.0547
MID215198,"$70,894.03","$70,484.99","$15,219.97",,,14.80%,1.0443
MID215199,"$52,474.50","$51,609.98","$10,871.18",,,10.00%,1.1475
MID215200,"$58,343.37","$56,453.20","$13,216.31",,,14.80%,1.0096
MID215201,"$64,614.89","$63,444.34","$13,833.91",,,14.20%,1.0565
MID215202,"$87,918.71","$85,270.65","$18,695.25",,,16.00%,1.0120
MID215203,"$51,639.05","$50,321.92","$11,223.61",,,12.80%,1.0370
MID215204,"$6,373.62","$6,281.31","$1,411.82",,,15.20%,0.9729
MID215205,"$90,186.26","$89,015.48","$19,040.90",,,10.20%,1.1127
MID215206,"$102,562.70","$100,087.14","$21,797.24",,,13.60%,1.0351
MID215207,"$6,551.11","$6,368.49","$1,440.66",,,14.40%,1.0767
MID215208,"$71,615.12","$70,410.45","$14,938.91",,,13.00%,1.1122
MID215209,"$102,256.75","$99,742.26","$22,499.42",,,14.60%,0.9892
MID215210,"$14,204.39","$13,918.14","$3,101.67",,,11.80%,1.0331
