MEMBER_ID,Expected Final Portfolio Value,Median Final Portfolio Value,Standard Deviation of Final Portfolio Value,Value at Risk (VaR 95%),Conditional Value at Risk (CVaR 95%),Probability of Loss,Sharpe Ratio
MID239570,"$67,784.21","$66,177.09","$13,016.08","$5,418.07","$8,230.46",15.60%,0.9822
MID239571,"$61,201.61","$59,616.43","$12,916.17","$6,408.07","$10,096.63",16.60%,0.9447
MID239572,"$61,083.81","$59,908.41","$12,808.40","$6,157.60","$9,824.98",16.80%,0.9434
MID239573,"$68,125.20","$66,802.21","$14,305.85","$7,790.45","$12,202.89",16.00%,0.9175
MID239574,"$13,526.07","$13,248.12","$2,756.97","$1,507.42","$2,104.72",17.80%,0.9162
MID239575,"$98,427.77","$95,808.59","$20,603.88","$10,632.13","$16,432.55",18.00%,0.8944
MID239576,"$117,616.39","$115,260.83","$24,503.60","$14,363.98","$21,273.88",19.60%,0.8414
MID239577,"$1,238,592.25","$1,215,136.97","$244,903.52","$105,077.47","$180,456.97",16.20%,0.9742
MID239578,"$109,008.12","$105,874.49","$23,416.76","$12,378.37","$16,659.85",17.60%,0.8971
MID239579,"$60,193.79","$58,570.61","$13,635.15","$7,429.56","$11,648.46",20.80%,0.8210
MID239580,"$68,500.06","$67,478.93","$14,743.84","$8,359.13","$12,497.86",18.80%,0.9156
MID239581,"$67,771.08","$66,598.29","$14,149.75","$6,245.17","$9,988.45",19.40%,0.9026
MID239582,"$69,163.79","$67,491.12","$14,922.50","$7,594.72","$10,944.58",17.60%,0.9492
MID239583,"$49,780.53","$48,095.52","$10,838.58","$5,479.07","$8,501.31",16.60%,0.9024
MID239584,"$85,681.85","$84,003.36","$17,508.04","$9,033.54","$14,858.55",16.60%,0.9528
MID239585,"$59,332.41","$58,112.98","$12,429.16","$6,832.70","$10,231.53",21.60%,0.8313
MID239586,"$1,248,627.25","$1,226,077.77","$246,195.25","$102,335.85","$188,694.22",16.00%,1.0099
MID239587,"$55,786.78","$53,895.57","$12,501.46","$5,457.41","$8,092.03",17.40%,0.8628
MID239588,"$110,882.08","$108,156.60","$23,412.67","$12,982.60","$18,450.72",19.80%,0.8919
MID239589,"$1,203,159.11","$1,184,613.32","$238,457.30","$153,441.91","$231,273.97",20.20%,0.8520
MID239590,"$67,780.89","$65,649.38","$14,586.20","$6,983.02","$10,770.36",18.00%,0.8762
MID239591,"$84,311.34","$82,588.02","$17,831.30","$10,043.88","$14,439.84",20.40%,0.8587
MID239592,"$6,244.15","$6,001.69","$1,313.85",$571.40,"$1,020.61",16.40%,0.9469
MID239593,"$59,819.40","$58,202.65","$12,508.15","$7,578.70","$11,442.78",19.60%,0.8650
MID239594,"$55,551.86","$54,418.59","$12,307.63","$6,981.12","$9,212.49",21.00%,0.8573
MID239595,"$109,272.10","$107,652.67","$21,863.44","$12,545.60","$19,427.42",18.40%,0.8815
MID239596,"$48,745.80","$47,740.89","$9,953.28","$5,054.85","$7,922.72",20.40%,0.8787
MID239597,"$55,350.14","$54,643.05","$11,676.16","$7,019.61","$9,655.08",17.80%,0.8864
MID239598,"$110,338.19","$109,534.72","$22,954.19","$15,221.04","$20,891.07",18.80%,0.8860
MID239599,"$13,312.08","$12,881.29","$2,781.88","$1,677.71","$2,480.89",17.80%,0.8311
MID239600,"$49,674.02","$48,783.18","$10,458.08","$5,927.16","$8,771.73",17.40%,0.9250
MID239601,"$13,545.00","$13,447.14","$2,867.06","$1,606.97","$2,302.23",21.40%,0.8877
MID239602,"$6,188.60","$6,018.15","$1,282.56",$607.12,$984.82,17.20%,0.9267
MID239603,"$1,206,960.69","$1,182,100.11","$246,095.88","$159,148.12","$239,807.44",20.20%,0.8410
MID239604,"$109,548.89","$106,507.42","$23,571.15","$13,689.11","$19,872.02",20.00%,0.8294
MID239605,"$1,232,635.96","$1,201,006.71","$260,118.88","$129,482.94","$196,644.04",18.20%,0.8943
MID239606,"$13,495.86","$13,171.77","$2,727.20","$1,526.70","$2,515.57",17.20%,0.9152
MID239607,"$67,525.33","$65,855.94","$13,457.14","$7,316.73","$11,002.54",16.00%,0.9308
MID239608,"$98,501.49","$96,473.72","$21,147.12","$11,597.96","$16,361.46",20.40%,0.8749
MID239609,"$56,413.96","$55,471.99","$11,735.96","$5,185.11","$8,021.26",17.40%,0.9726
MID239610,"$1,232,542.41","$1,207,890.04","$249,129.54","$112,131.89","$183,171.37",17.60%,0.9334
MID239611,"$13,623.43","$13,420.75","$2,659.01","$1,285.41","$2,091.65",16.00%,0.9866
MID239612,"$111,801.77","$110,095.87","$23,482.32","$11,542.04","$18,378.08",18.60%,0.9284
MID239613,"$49,449.82","$48,709.90","$10,274.72","$5,825.51","$7,906.22",17.40%,0.9197
MID239614,"$119,365.03","$118,890.45","$23,706.75","$11,730.06","$21,038.42",17.20%,0.9434
MID239615,"$55,900.55","$54,354.93","$11,947.67","$7,588.72","$10,719.22",17.00%,0.9124
MID239616,"$119,262.03","$117,358.39","$24,369.44","$15,287.15","$23,077.58",16.60%,0.9135
MID239617,"$67,864.26","$66,270.21","$15,016.57","$8,738.26","$11,940.89",20.80%,0.8567
MID239618,"$55,259.29","$54,770.31","$11,149.47","$6,207.60","$8,860.76",20.20%,0.9202
MID239619,"$61,566.11","$61,425.00","$13,048.20","$7,812.46","$10,492.43",17.20%,0.8864
MID239620,"$67,552.04","$66,147.46","$13,750.22","$7,074.41","$11,893.74",16.60%,0.9129
MID239621,"$49,044.11","$47,950.81","$9,941.17","$5,589.35","$7,338.53",18.00%,0.9098
MID239622,"$13,409.85","$13,122.36","$2,829.57","$1,704.82","$2,286.32",20.60%,0.8517
MID239623,"$97,845.26","$96,404.95","$20,045.80","$10,768.75","$16,981.75",18.40%,0.8902
MID239624,"$1,250,369.15","$1,216,346.78","$263,279.52","$117,675.49","$192,075.23",15.00%,0.9510
MID239625,"$1,236,704.62","$1,204,287.12","$263,742.25","$127,959.98","$194,909.39",18.40%,0.8975
MID239626,"$55,180.14","$53,345.39","$12,004.18","$5,929.39","$8,488.94",17.00%,0.8481
MID239627,"$13,484.83","$13,357.37","$2,782.83","$1,658.73","$2,441.00",17.00%,0.8929
MID239628,"$67,917.81","$66,211.74","$13,970.14","$7,351.79","$10,894.00",17.80%,0.9247
MID239629,"$118,519.77","$116,061.49","$23,842.09","$12,585.63","$21,035.49",18.00%,0.9026
MID239630,"$55,234.35","$53,602.54","$11,778.26","$6,216.38","$9,182.58",19.20%,0.8689
MID239631,"$1,251,180.76","$1,232,324.29","$267,326.45","$134,603.37","$202,323.57",16.40%,0.9396
MID239632,"$13,635.44","$13,273.98","$2,708.07","$1,118.34","$1,889.54",16.00%,0.9732
MID239633,"$85,646.82","$84,638.84","$17,356.55","$8,987.08","$14,561.66",16.80%,0.9591
MID239634,"$99,561.99","$96,812.06","$20,365.29","$10,204.77","$15,484.63",17.40%,0.9606
MID239635,"$6,157.04","$6,013.06","$1,364.90",$731.65,"$1,154.17",18.60%,0.8477
MID239636,"$1,227,390.28","$1,200,504.05","$248,871.33","$121,188.48","$193,788.87",18.20%,0.9137
MID239637,"$61,082.20","$60,353.53","$12,008.12","$6,933.04","$10,250.95",19.60%,0.9229
MID239638,"$60,206.13","$58,771.39","$12,316.58","$6,280.91","$9,954.40",18.80%,0.9098
MID239639,"$6,165.19","$6,068.24","$1,358.20",$770.86,"$1,095.62",20.40%,0.8579
MID239640,"$1,217,320.94","$1,192,586.47","$246,516.71","$152,837.96","$217,343.15",19.80%,0.8816
MID239641,"$12,360.22","$12,217.21","$2,441.35",$980.44,"$1,720.88",14.40%,0.9668
MID239642,"$100,206.78","$98,314.42","$20,079.55","$8,035.68","$14,599.88",14.00%,1.0063
MID239643,"$49,541.22","$48,515.44","$10,891.38","$6,317.04","$10,009.12",19.20%,0.8760
MID239644,"$60,947.04","$59,782.95","$12,591.98","$6,096.36","$8,829.60",15.80%,0.9488
MID239645,"$108,180.90","$105,570.76","$23,309.66","$11,881.90","$17,030.59",19.40%,0.8658
MID239646,"$60,687.28","$59,232.62","$12,178.52","$6,953.79","$11,175.46",19.40%,0.8776
MID239647,"$84,658.38","$82,950.19","$17,765.98","$10,388.05","$15,947.65",18.80%,0.8814
MID239648,"$67,617.85","$65,934.84","$14,163.89","$7,081.76","$12,021.43",17.00%,0.8908
MID239649,"$68,139.44","$67,015.73","$14,353.40","$7,678.32","$11,171.04",20.20%,0.9154
MID239650,"$109,072.44","$106,744.98","$21,738.99","$11,380.61","$17,231.29",16.20%,0.9693
MID239651,"$68,315.32","$66,425.07","$13,991.69","$7,239.11","$10,379.09",16.00%,0.9517
MID239652,"$98,138.95","$95,397.97","$21,314.70","$11,220.05","$18,624.99",18.60%,0.8510
MID239653,"$120,667.62","$118,263.06","$24,290.19","$12,765.17","$18,681.45",15.80%,0.9744
MID239654,"$85,077.40","$83,502.51","$17,612.84","$8,906.11","$13,694.52",18.60%,0.9128
MID239655,"$109,503.58","$106,163.12","$23,017.40","$13,528.17","$22,664.37",18.00%,0.8473
MID239656,"$118,292.11","$115,032.99","$25,641.93","$14,465.54","$20,632.34",19.20%,0.8304
MID239657,"$1,240,437.32","$1,222,840.44","$253,951.07","$130,492.62","$213,525.54",16.60%,0.9468
MID239658,"$1,236.85","$1,206.47",$258.41,$159.04,$228.98,17.00%,0.9166
MID239659,"$107,082.13","$104,792.33","$22,540.16","$13,204.86","$18,901.27",19.20%,0.8466
MID239660,"$61,445.35","$59,884.52","$12,878.82","$6,767.08","$10,270.35",17.80%,0.8887
MID239661,"$1,238.75","$1,212.38",$266.96,$149.28,$231.23,17.00%,0.8943
MID239662,"$1,244,649.46","$1,215,176.28","$276,011.70","$142,342.34","$215,995.93",19.60%,0.8864
MID239663,"$55,548.51","$54,636.83","$11,606.07","$5,710.30","$9,680.79",16.80%,0.9089
MID239664,"$111,489.23","$108,436.06","$23,611.19","$12,132.22","$18,149.73",17.20%,0.9101
MID239665,"$49,009.67","$47,883.80","$9,935.32","$4,608.58","$7,705.21",18.20%,0.9068
MID239666,"$1,214,459.00","$1,177,117.78","$245,850.31","$137,420.43","$199,134.09",18.80%,0.8723
MID239667,"$66,940.65","$65,680.98","$13,554.49","$8,094.59","$11,149.38",20.20%,0.8809
MID239668,"$13,682.43","$13,311.40","$2,812.67","$1,487.82","$2,088.05",15.60%,0.9537
MID239669,"$117,524.00","$116,881.45","$23,456.83","$16,844.23","$21,964.16",20.20%,0.8750
MID239670,"$61,801.44","$60,501.98","$12,781.82","$8,101.88","$10,825.55",18.00%,0.9233
MID239671,"$55,414.71","$53,840.97","$11,683.59","$5,555.35","$9,721.06",19.00%,0.8914
MID239672,"$12,207.66","$12,025.92","$2,486.52","$1,502.81","$2,120.04",20.00%,0.8879
MID239673,"$107,484.15","$104,418.87","$22,622.41","$12,956.34","$18,095.29",19.60%,0.8613
MID239674,"$61,608.09","$59,970.78","$13,237.34","$6,610.05","$10,673.43",15.80%,0.9525
MID239675,"$1,248.31","$1,228.37",$270.48,$147.41,$208.55,18.60%,0.9181
MID239676,"$60,264.19","$58,541.82","$13,018.36","$7,439.27","$9,938.34",19.00%,0.8653
MID239677,"$60,001.15","$58,628.29","$12,635.03","$7,865.02","$10,800.45",18.00%,0.8707
MID239678,"$49,352.05","$48,297.29","$9,967.95","$5,073.55","$7,932.10",16.20%,0.9382
MID239679,"$61,864.59","$60,565.29","$13,595.62","$7,362.73","$11,405.70",18.40%,0.8727
MID239680,"$61,748.05","$60,521.89","$12,639.22","$6,136.17","$8,850.76",19.20%,0.9295
MID239681,"$55,135.13","$53,776.03","$11,140.15","$6,874.33","$9,654.05",16.60%,0.9098
MID239682,"$109,006.83","$107,822.46","$22,477.81","$13,052.08","$19,158.14",16.60%,0.9346
MID239683,"$48,753.74","$48,029.40","$10,197.40","$5,732.01","$8,190.33",21.60%,0.8584
MID239684,"$6,171.50","$6,097.64","$1,264.80",$761.09,"$1,088.70",18.20%,0.9262
MID239685,"$6,214.51","$6,030.25","$1,357.72",$784.57,"$1,095.64",15.40%,0.8945
MID239686,"$61,636.19","$59,666.60","$13,787.68","$6,948.15","$10,683.25",19.20%,0.8440
MID239687,"$98,430.26","$95,372.28","$20,926.44","$10,713.43","$16,745.38",18.60%,0.8807
MID239688,"$1,223.74","$1,186.43",$257.75,$145.63,$207.49,19.40%,0.8681
MID239689,"$6,192.26","$6,071.87","$1,274.42",$706.31,"$1,042.72",15.40%,0.9355
MID239690,"$111,686.29","$110,175.01","$24,783.02","$16,063.47","$21,403.05",20.00%,0.8750
MID239691,"$1,215,682.19","$1,200,618.44","$253,339.15","$154,817.94","$228,591.50",19.80%,0.8514
MID239692,"$50,066.49","$49,029.23","$10,300.74","$4,511.55","$7,350.93",17.00%,0.9773
MID239693,"$119,086.44","$117,282.14","$22,979.78","$11,694.07","$17,844.67",16.40%,0.9611
MID239694,"$98,420.61","$96,478.56","$20,616.78","$11,828.30","$16,843.07",18.80%,0.8935
MID239695,"$6,127.73","$5,968.17","$1,289.02",$622.59,$961.36,21.20%,0.8749
MID239696,"$110,097.09","$107,570.20","$23,373.79","$11,206.58","$17,489.06",15.20%,0.9454
MID239697,"$59,976.41","$58,394.70","$12,473.43","$7,249.21","$10,329.24",17.20%,0.8800
MID239698,"$85,092.52","$82,939.24","$18,274.20","$7,757.71","$12,740.31",20.80%,0.8806
MID239699,"$1,238,546.31","$1,213,825.03","$245,284.35","$114,026.87","$191,923.72",14.00%,0.9725
MID239700,"$67,848.61","$66,794.45","$13,494.02","$7,431.06","$10,687.66",17.20%,0.9522
MID239701,"$1,225,587.99","$1,204,179.79","$239,918.48","$114,483.13","$170,945.77",17.60%,0.9403
MID239702,"$99,369.38","$96,422.47","$21,322.62","$10,908.55","$16,392.78",17.40%,0.9084
MID239703,"$61,280.24","$60,697.25","$12,947.42","$7,023.52","$11,310.00",17.40%,0.9485
MID239704,"$1,236,302.44","$1,218,226.03","$233,189.60","$109,897.08","$186,701.60",14.60%,1.0133
MID239705,"$119,233.76","$116,056.44","$24,648.96","$12,283.53","$18,794.32",17.40%,0.9020
MID239706,"$13,572.78","$13,166.99","$2,886.16","$1,558.83","$2,370.54",16.80%,0.8914
MID239707,"$108,663.66","$105,585.08","$22,506.52","$12,387.43","$16,843.11",17.80%,0.9181
MID239708,"$61,273.42","$59,852.20","$12,636.52","$7,745.83","$10,239.02",17.20%,0.8921
MID239709,"$1,248,559.89","$1,225,590.77","$268,386.96","$114,903.89","$191,855.86",18.00%,0.9261
MID239710,"$86,840.59","$85,257.47","$18,549.86","$8,995.81","$12,722.77",16.60%,0.9618
MID239711,"$108,403.10","$107,573.16","$23,438.13","$13,427.21","$19,101.95",19.40%,0.8705
MID239712,"$13,470.46","$13,347.31","$2,559.57","$1,345.98","$2,305.46",17.00%,0.9652
MID239713,"$61,569.44","$60,572.37","$12,394.79","$6,849.52","$10,039.38",17.00%,0.9334
MID239714,"$12,242.12","$11,970.32","$2,434.34","$1,471.37","$2,102.39",17.40%,0.9210
MID239715,"$12,424.77","$12,331.93","$2,557.29","$1,397.58","$2,087.45",18.20%,0.9482
MID239716,"$1,225,327.00","$1,194,940.81","$264,821.57","$165,065.49","$238,895.30",20.40%,0.8509
MID239717,"$109,804.50","$106,743.16","$23,927.50","$11,832.20","$19,281.00",17.20%,0.9113
MID239718,"$1,229.40","$1,190.41",$260.78,$128.15,$196.36,19.00%,0.8797
MID239719,"$12,374.37","$12,137.50","$2,600.24","$1,486.28","$2,140.08",18.40%,0.9131
MID239720,"$61,000.89","$59,440.48","$12,607.39","$5,760.28","$9,407.21",14.60%,0.9519
MID239721,"$86,378.48","$85,140.96","$17,221.34","$6,711.24","$11,535.28",14.40%,1.0091
MID239722,"$6,160.62","$6,103.94","$1,255.97",$767.33,"$1,081.21",16.40%,0.9241
MID239723,"$109,687.26","$106,221.59","$22,323.72","$13,186.16","$18,194.70",18.20%,0.8819
MID239724,"$13,508.89","$13,298.43","$2,914.83","$1,749.06","$2,460.04",20.20%,0.8607
MID239725,"$1,216,177.04","$1,203,233.85","$252,780.14","$183,521.33","$257,237.98",19.00%,0.8552
MID239726,"$1,220.36","$1,195.44",$271.90,$140.79,$233.20,20.80%,0.8104
MID239727,"$97,898.33","$96,101.52","$20,943.79","$13,128.58","$16,931.50",19.40%,0.8546
MID239728,"$69,285.50","$67,900.67","$14,380.07","$6,660.42","$12,188.20",15.60%,0.9934
MID239729,"$6,111.66","$6,024.81","$1,243.98",$788.04,"$1,130.57",19.80%,0.8936
MID239730,"$1,231,437.05","$1,212,718.76","$253,975.49","$130,579.28","$196,674.54",18.40%,0.9113
MID239731,"$1,253,399.14","$1,229,509.42","$264,714.80","$121,393.63","$168,014.74",16.60%,0.9573
MID239732,"$108,103.13","$106,498.60","$21,879.74","$12,731.03","$17,900.96",18.40%,0.9188
MID239733,"$1,216.90","$1,189.06",$250.51,$151.70,$206.33,19.80%,0.8658
MID239734,"$67,454.13","$65,732.57","$14,014.30","$8,470.17","$11,854.95",19.20%,0.8887
MID239735,"$6,168.13","$6,080.12","$1,278.60",$781.47,"$1,096.06",17.20%,0.9136
MID239736,"$6,067.91","$5,903.67","$1,257.13",$651.79,"$1,064.62",20.00%,0.8495
MID239737,"$61,521.14","$60,339.23","$12,795.66","$7,141.47","$10,620.60",18.60%,0.9004
MID239738,"$12,211.01","$12,073.08","$2,393.58","$1,474.58","$2,149.67",18.00%,0.9237
MID239739,"$12,464.91","$12,158.66","$2,703.97","$1,206.11","$1,924.05",18.20%,0.9116
MID239740,"$67,871.42","$66,792.43","$14,050.31","$8,584.75","$11,248.92",18.80%,0.9161
MID239741,"$6,136.28","$5,927.69","$1,279.99",$632.96,"$1,042.41",17.80%,0.8877
MID239742,"$119,378.34","$116,652.53","$24,544.70","$11,192.62","$17,175.44",19.80%,0.9117
MID239743,"$13,334.06","$13,045.88","$2,741.41","$1,703.20","$2,552.76",19.20%,0.8514
MID239744,"$62,157.33","$61,252.23","$12,617.36","$5,872.43","$10,153.32",16.00%,0.9635
MID239745,"$1,229,770.66","$1,201,898.89","$267,379.94","$152,223.18","$240,980.54",18.20%,0.8593
MID239746,"$55,972.54","$54,492.80","$12,120.54","$6,647.00","$10,727.94",18.00%,0.9053
MID239747,"$98,402.58","$95,744.81","$21,256.82","$10,503.72","$17,244.52",19.60%,0.8657
MID239748,"$61,369.91","$60,262.16","$13,009.42","$5,898.74","$9,445.50",15.60%,0.9508
MID239749,"$1,256,808.42","$1,213,296.53","$288,325.10","$136,434.97","$183,698.27",18.00%,0.8907
MID239750,"$106,899.01","$105,065.31","$19,898.99","$11,453.72","$17,657.38",16.80%,0.9497
MID239751,"$59,731.31","$59,859.87","$12,385.17","$8,241.82","$11,162.10",22.60%,0.8665
MID239752,"$119,393.87","$116,863.38","$24,192.64","$13,365.64","$19,994.52",16.00%,0.9256
MID239753,"$62,121.36","$60,976.80","$12,538.16","$6,010.33","$8,833.61",17.80%,0.9668
MID239754,"$108,624.92","$106,245.43","$22,186.84","$10,352.86","$15,648.87",19.00%,0.9296
MID239755,"$1,222,705.38","$1,199,426.13","$266,186.19","$153,659.11","$207,629.58",20.60%,0.8367
MID239756,"$98,058.09","$96,914.51","$19,113.34","$8,750.27","$14,979.60",16.40%,0.9448
MID239757,"$1,243.48","$1,218.95",$266.22,$146.80,$185.96,17.00%,0.9146
MID239758,"$68,991.82","$67,301.08","$14,110.86","$7,079.79","$10,501.61",14.40%,0.9916
MID239759,"$1,232,767.36","$1,204,859.16","$257,183.54","$161,041.69","$205,527.98",17.80%,0.9051
MID239760,"$61,261.75","$60,494.86","$13,016.85","$7,182.13","$10,663.88",19.00%,0.8652
MID239761,"$1,239.53","$1,221.88",$256.71,$138.34,$205.62,17.20%,0.9331
MID239762,"$98,421.30","$97,413.63","$21,735.37","$11,937.53","$18,374.49",19.80%,0.8475
MID239763,"$61,647.41","$59,986.10","$13,166.84","$7,537.35","$9,939.74",19.40%,0.8846
MID239764,"$49,528.03","$48,511.84","$10,159.86","$5,257.02","$8,498.67",17.60%,0.9378
MID239765,"$67,593.34","$65,644.43","$13,870.42","$7,444.00","$11,041.58",16.80%,0.9079
MID239766,"$118,268.16","$113,661.15","$25,141.09","$12,812.40","$22,493.91",18.40%,0.8460
MID239767,"$97,562.64","$95,765.28","$19,627.41","$11,775.49","$18,139.83",17.00%,0.8948
MID239768,"$12,163.16","$11,892.33","$2,520.67","$1,404.70","$2,013.68",21.00%,0.8582
MID239769,"$1,220,254.14","$1,187,681.39","$266,821.86","$153,482.60","$223,566.12",20.40%,0.8255
MID239770,"$1,215.35","$1,201.20",$247.63,$153.80,$220.63,18.20%,0.8696
MID239771,"$55,040.38","$53,502.26","$10,774.85","$5,492.83","$7,995.39",16.20%,0.9318
MID239772,"$67,720.11","$66,214.72","$13,725.51","$8,166.20","$11,640.90",16.20%,0.9267
MID239773,"$60,990.80","$60,446.92","$12,887.78","$8,816.68","$11,615.93",20.60%,0.8528
MID239774,"$1,225,181.07","$1,204,975.64","$252,961.30","$144,136.59","$214,040.94",18.60%,0.8902
MID239775,"$110,416.88","$107,960.08","$23,168.43","$13,179.20","$18,095.92",20.60%,0.8812
MID239776,"$108,910.91","$105,429.19","$21,955.30","$9,881.06","$15,252.89",16.80%,0.9524
MID239777,"$12,183.88","$11,954.28","$2,277.31","$1,117.91","$1,628.88",16.80%,0.9590
MID239778,"$108,406.94","$106,814.35","$23,393.48","$14,388.87","$20,970.41",18.80%,0.8723
MID239779,"$1,215.28","$1,197.48",$243.07,$153.10,$212.88,18.40%,0.8857
MID239780,"$12,081.36","$11,854.57","$2,508.20","$1,803.22","$2,609.68",20.00%,0.8298
MID239781,"$62,374.39","$61,418.11","$13,263.62","$6,525.83","$10,365.24",17.40%,0.9330
MID239782,"$1,240.51","$1,227.58",$253.07,$147.15,$206.33,16.60%,0.9504
MID239783,"$1,260,982.13","$1,215,855.56","$270,016.89","$116,169.29","$169,525.62",14.00%,0.9665
MID239784,"$1,250,356.53","$1,238,021.86","$250,851.46","$114,067.53","$191,040.59",16.00%,0.9980
MID239785,"$120,667.41","$117,513.20","$25,160.50","$12,149.38","$18,055.93",17.60%,0.9407
MID239786,"$13,549.21","$13,231.08","$2,852.58","$1,529.73","$2,266.66",18.20%,0.8936
MID239787,"$1,249,795.06","$1,222,362.99","$255,494.82","$128,137.30","$176,648.18",17.00%,0.9777
MID239788,"$48,966.17","$47,780.51","$9,765.52","$5,157.00","$7,327.48",17.80%,0.9181
MID239789,"$109,440.60","$105,942.15","$21,189.52","$9,129.57","$12,663.55",13.60%,1.0118
MID239790,"$61,329.52","$60,199.62","$12,391.47","$7,317.09","$11,072.12",17.80%,0.9143
MID239791,"$84,948.17","$83,332.76","$17,293.45","$9,351.74","$14,461.31",16.80%,0.9222
MID239792,"$84,405.90","$82,887.37","$17,376.99","$11,747.54","$16,354.69",19.00%,0.8866
MID239793,"$119,008.53","$116,310.97","$23,492.12","$12,487.94","$19,134.04",16.80%,0.9368
MID239794,"$68,384.29","$66,953.13","$14,414.58","$7,378.92","$10,830.22",18.40%,0.9285
MID239795,"$60,622.29","$58,942.40","$12,206.82","$6,396.37","$9,916.83",16.40%,0.9521
MID239796,"$13,439.29","$13,023.76","$3,034.53","$1,592.17","$2,206.23",21.80%,0.8038
MID239797,"$69,185.93","$68,110.58","$14,269.84","$5,947.45","$9,216.74",15.60%,0.9941
MID239798,"$12,401.29","$12,124.37","$2,665.97","$1,304.29","$2,097.55",17.20%,0.9007
MID239799,"$109,023.20","$107,108.37","$22,561.10","$12,627.11","$17,245.51",18.60%,0.9318
MID239800,"$49,447.62","$48,206.30","$10,012.05","$4,622.67","$7,799.75",18.00%,0.9436
MID239801,"$86,082.72","$84,908.23","$18,488.75","$8,581.33","$12,873.22",18.00%,0.9240
MID239802,"$109,667.93","$107,436.97","$22,722.23","$13,464.47","$19,860.19",19.80%,0.8656
MID239803,"$13,481.15","$13,221.66","$2,786.77","$1,490.36","$2,172.86",19.20%,0.8903
MID239804,"$1,225.93","$1,210.41",$242.20,$149.42,$222.30,17.00%,0.9329
MID239805,"$1,218,027.25","$1,196,655.77","$235,201.88","$142,939.43","$210,461.71",18.00%,0.9270
MID239806,"$119,129.47","$118,412.07","$24,768.48","$14,798.29","$21,632.96",19.00%,0.8935
MID239807,"$108,842.49","$106,282.92","$22,421.70","$10,119.90","$16,876.48",18.20%,0.9296
MID239808,"$60,301.59","$58,654.87","$12,944.76","$6,767.22","$10,356.52",16.60%,0.8731
MID239809,"$55,043.28","$53,444.87","$11,362.44","$5,917.70","$9,273.02",19.00%,0.8839
MID239810,"$119,449.88","$117,688.22","$25,029.33","$14,708.41","$21,380.69",19.40%,0.8969
